gstin,bill_date,consignment_value,distance_km
29ABCDE1055Z5,2024-01-31 23:59:59.999999,8237.43922901473,657.3972639599202
29ABCDE1055Z5,2024-01-31 23:59:59.999999,8237.43922901473,657.3972639599202
29ABCDE1056Z6,2024-01-31 23:59:59.999999,8589.639201546308,845.6752172335658
29ABCDE1056Z6,2024-01-31 23:59:59.999999,8589.639201546308,845.6752172335658
29ABCDE1057Z7,2024-01-31 23:59:59.999999,36915.50223024415,636.4424573642707
29ABCDE1057Z7,2024-01-31 23:59:59.999999,36915.50223024415,636.4424573642707
29ABCDE1057Z7,2024-01-31 23:59:59.999999,36915.50223024415,636.4424573642707
29ABCDE1059Z9,2024-01-31 23:59:59.999999,5054.163193086447,452.3890287909391
29ABCDE1061Z1,2024-01-31 23:59:59.999999,5000.0,99.31609162520283
29ABCDE1066Z6,2024-01-31 23:59:59.999999,5344.138264117031,951.621843228729
29ABCDE1069Z9,2024-01-31 23:59:59.999999,20772.6446319713,616.7453182817828
29ABCDE1069Z9,2024-01-31 23:59:59.999999,20772.6446319713,616.7453182817828
29ABCDE1069Z9,2024-01-31 23:59:59.999999,20772.6446319713,616.7453182817828
29ABCDE1083Z3,2024-01-31 23:59:59.999999,11325.033284580404,664.9953914346274
29ABCDE1083Z3,2024-01-31 23:59:59.999999,11325.033284580404,664.9953914346274
29ABCDE1089Z9,2024-01-31 23:59:59.999999,15498.951097808547,583.9914427107827
29ABCDE1090Z0,2024-01-31 23:59:59.999999,7973.6055714342665,347.80068226506614
29ABCDE1090Z0,2024-01-31 23:59:59.999999,7973.6055714342665,347.80068226506614
29ABCDE1090Z0,2024-01-31 23:59:59.999999,7973.6055714342665,347.80068226506614
29ABCDE1100Z0,2024-01-31 23:59:59.999999,20647.711402818237,360.5932191030958
29ABCDE1102Z2,2024-01-31 23:59:59.999999,67164.56025284248,113.66091320998915
29ABCDE1102Z2,2024-01-31 23:59:59.999999,67164.56025284248,113.66091320998915
29ABCDE1110Z0,2024-01-31 23:59:59.999999,5000.0,860.814858794242
29ABCDE1115Z5,2024-01-31 23:59:59.999999,43108.901664755744,355.3725328348854
29ABCDE1115Z5,2024-01-31 23:59:59.999999,43108.901664755744,355.3725328348854
29ABCDE1115Z5,2024-01-31 23:59:59.999999,43108.901664755744,355.3725328348854
29ABCDE1119Z9,2024-01-31 23:59:59.999999,6235.02856861469,386.3311638821621
29ABCDE1119Z9,2024-01-31 23:59:59.999999,6235.02856861469,386.3311638821621
29ABCDE1121Z1,2024-01-31 23:59:59.999999,22310.26686964388,1192.4601403632946
29ABCDE1122Z2,2024-01-31 23:59:59.999999,5928.255173725968,487.54256475607065
29ABCDE1122Z2,2024-01-31 23:59:59.999999,5928.255173725968,487.54256475607065
29ABCDE1125Z5,2024-01-31 23:59:59.999999,8647.469319199949,632.4087609946503
29ABCDE1125Z5,2024-01-31 23:59:59.999999,8647.469319199949,632.4087609946503
29ABCDE1125Z5,2024-01-31 23:59:59.999999,8647.469319199949,632.4087609946503
29ABCDE1128Z8,2024-01-31 23:59:59.999999,64519.02206755158,488.3087968829706
29ABCDE1128Z8,2024-01-31 23:59:59.999999,64519.02206755158,488.3087968829706
29ABCDE1130Z0,2024-01-31 23:59:59.999999,10099.463037621854,376.62169136347546
29ABCDE1131Z1,2024-01-31 23:59:59.999999,5784.982969921976,46.786856366247875
29ABCDE1131Z1,2024-01-31 23:59:59.999999,5784.982969921976,46.786856366247875
29ABCDE1131Z1,2024-01-31 23:59:59.999999,5784.982969921976,46.786856366247875
29ABCDE1137Z7,2024-01-31 23:59:59.999999,41260.30628849634,1031.6681634192958
29ABCDE1139Z9,2024-01-31 23:59:59.999999,5000.0,588.8582635104715
29ABCDE1139Z9,2024-01-31 23:59:59.999999,5000.0,588.8582635104715
29ABCDE1141Z1,2024-01-31 23:59:59.999999,23022.405148087975,875.0727523029237
29ABCDE1141Z1,2024-01-31 23:59:59.999999,23022.405148087975,875.0727523029237
29ABCDE1143Z3,2024-01-31 23:59:59.999999,6563.636264519591,1152.0417622903017
29ABCDE1144Z4,2024-01-31 23:59:59.999999,8158.9686063064455,43.28435434633527
29ABCDE1144Z4,2024-01-31 23:59:59.999999,8158.9686063064455,43.28435434633527
29ABCDE1146Z6,2024-01-31 23:59:59.999999,7121.92304545774,823.0459439393383
29ABCDE1146Z6,2024-01-31 23:59:59.999999,7121.92304545774,823.0459439393383
29ABCDE1146Z6,2024-01-31 23:59:59.999999,7121.92304545774,823.0459439393383
29ABCDE1149Z9,2024-01-31 23:59:59.999999,46750.13991864022,177.62321667936885
29ABCDE1149Z9,2024-01-31 23:59:59.999999,46750.13991864022,177.62321667936885
29ABCDE1160Z0,2024-01-31 23:59:59.999999,21975.042065789894,571.239466911725
29ABCDE1160Z0,2024-01-31 23:59:59.999999,21975.042065789894,571.239466911725
29ABCDE1160Z0,2024-01-31 23:59:59.999999,21975.042065789894,571.239466911725
29ABCDE1160Z0,2024-01-31 23:59:59.999999,21975.042065789894,571.239466911725
29ABCDE1160Z0,2024-01-31 23:59:59.999999,21975.042065789894,571.239466911725
29ABCDE1162Z2,2024-01-31 23:59:59.999999,21478.291206627924,1022.2672138340808
29ABCDE1162Z2,2024-01-31 23:59:59.999999,21478.291206627924,1022.2672138340808
29ABCDE1162Z2,2024-01-31 23:59:59.999999,21478.291206627924,1022.2672138340808
29ABCDE1166Z6,2024-01-31 23:59:59.999999,48982.60126449677,122.93518482198319
29ABCDE1166Z6,2024-01-31 23:59:59.999999,48982.60126449677,122.93518482198319
29ABCDE1166Z6,2024-01-31 23:59:59.999999,48982.60126449677,122.93518482198319
29ABCDE1167Z7,2024-01-31 23:59:59.999999,9389.663749518584,1187.951642459216
29ABCDE1167Z7,2024-01-31 23:59:59.999999,9389.663749518584,1187.951642459216
29ABCDE1167Z7,2024-01-31 23:59:59.999999,9389.663749518584,1187.951642459216
29ABCDE1167Z7,2024-01-31 23:59:59.999999,9389.663749518584,1187.951642459216
29ABCDE1172Z2,2024-01-31 23:59:59.999999,46945.53993147119,713.7695606173012
29ABCDE1178Z8,2024-01-31 23:59:59.999999,35164.42808882911,498.19241234390006
29ABCDE1178Z8,2024-01-31 23:59:59.999999,35164.42808882911,498.19241234390006
29ABCDE1178Z8,2024-01-31 23:59:59.999999,35164.42808882911,498.19241234390006
29ABCDE1187Z7,2024-01-31 23:59:59.999999,6297.712915374119,62.63190778906903
29ABCDE1187Z7,2024-01-31 23:59:59.999999,6297.712915374119,62.63190778906903
29ABCDE1190Z0,2024-01-31 23:59:59.999999,5022.56862234662,720.7147706672067
29ABCDE1192Z2,2024-01-31 23:59:59.999999,8746.823393646406,614.0729382487062
29ABCDE1192Z2,2024-01-31 23:59:59.999999,8746.823393646406,614.0729382487062
29ABCDE1192Z2,2024-01-31 23:59:59.999999,8746.823393646406,614.0729382487062
29ABCDE1196Z6,2024-01-31 23:59:59.999999,6319.571293407847,289.7677225200871
29ABCDE1196Z6,2024-01-31 23:59:59.999999,6319.571293407847,289.7677225200871
29ABCDE1196Z6,2024-01-31 23:59:59.999999,6319.571293407847,289.7677225200871
29ABCDE1196Z6,2024-01-31 23:59:59.999999,6319.571293407847,289.7677225200871
29ABCDE1197Z7,2024-01-31 23:59:59.999999,9652.539528221912,608.9191389615008
29ABCDE1197Z7,2024-01-31 23:59:59.999999,9652.539528221912,608.9191389615008
29ABCDE1200Z0,2024-01-31 23:59:59.999999,5000.0,54.83554626666424
29ABCDE1200Z0,2024-01-31 23:59:59.999999,5000.0,54.83554626666424
29ABCDE1201Z1,2024-01-31 23:59:59.999999,8949.405989327663,1199.3940322734009
29ABCDE1201Z1,2024-01-31 23:59:59.999999,8949.405989327663,1199.3940322734009
29ABCDE1201Z1,2024-01-31 23:59:59.999999,8949.405989327663,1199.3940322734009
29ABCDE1201Z1,2024-01-31 23:59:59.999999,8949.405989327663,1199.3940322734009
29ABCDE1204Z4,2024-01-31 23:59:59.999999,56536.59380975526,425.25275175212903
29ABCDE1204Z4,2024-01-31 23:59:59.999999,56536.59380975526,425.25275175212903
29ABCDE1204Z4,2024-01-31 23:59:59.999999,56536.59380975526,425.25275175212903
29ABCDE1206Z6,2024-01-31 23:59:59.999999,5000.0,597.0576917509802
29ABCDE1207Z7,2024-01-31 23:59:59.999999,5000.0,950.3426749384718
29ABCDE1208Z8,2024-01-31 23:59:59.999999,5173.824461575779,866.8228785683642
29ABCDE1210Z0,2024-01-31 23:59:59.999999,8600.661610906749,1070.728487214437
29ABCDE1210Z0,2024-01-31 23:59:59.999999,8600.661610906749,1070.728487214437
29ABCDE1210Z0,2024-01-31 23:59:59.999999,8600.661610906749,1070.728487214437
29ABCDE1210Z0,2024-01-31 23:59:59.999999,8600.661610906749,1070.728487214437
29ABCDE1214Z4,2024-01-31 23:59:59.999999,31180.050958493805,1131.9378547651993
29ABCDE1215Z5,2024-01-31 23:59:59.999999,48134.76789479866,259.446283920985
29ABCDE1215Z5,2024-01-31 23:59:59.999999,48134.76789479866,259.446283920985
29ABCDE1215Z5,2024-01-31 23:59:59.999999,48134.76789479866,259.446283920985
29ABCDE1216Z6,2024-01-31 23:59:59.999999,5000.0,492.8638216218986
29ABCDE1217Z7,2024-01-31 23:59:59.999999,6647.3177384776545,836.707710676374
29ABCDE1217Z7,2024-01-31 23:59:59.999999,6647.3177384776545,836.707710676374
29ABCDE1217Z7,2024-01-31 23:59:59.999999,6647.3177384776545,836.707710676374
29ABCDE1219Z9,2024-01-31 23:59:59.999999,16244.937541671568,92.22815949928099
29ABCDE1219Z9,2024-01-31 23:59:59.999999,16244.937541671568,92.22815949928099
29ABCDE1219Z9,2024-01-31 23:59:59.999999,16244.937541671568,92.22815949928099
29ABCDE1223Z3,2024-01-31 23:59:59.999999,23760.306479850417,871.6560911679856
29ABCDE1223Z3,2024-01-31 23:59:59.999999,23760.306479850417,871.6560911679856
29ABCDE1224Z4,2024-01-31 23:59:59.999999,5899.209562690142,45.66479040144738
29ABCDE1226Z6,2024-01-31 23:59:59.999999,5000.0,1100.3426324703391
29ABCDE1226Z6,2024-01-31 23:59:59.999999,5000.0,1100.3426324703391
29ABCDE1227Z7,2024-01-31 23:59:59.999999,42777.35717363378,873.0765617002594
29ABCDE1227Z7,2024-01-31 23:59:59.999999,42777.35717363378,873.0765617002594
29ABCDE1231Z1,2024-01-31 23:59:59.999999,5000.0,695.9790400593799
29ABCDE1241Z1,2024-01-31 23:59:59.999999,18916.968946393434,537.5251278694211
29ABCDE1241Z1,2024-01-31 23:59:59.999999,18916.968946393434,537.5251278694211
29ABCDE1245Z5,2024-01-31 23:59:59.999999,5000.0,1186.1087315138373
29ABCDE1246Z6,2024-01-31 23:59:59.999999,12700.06728173018,894.3536106969877
29ABCDE1246Z6,2024-01-31 23:59:59.999999,12700.06728173018,894.3536106969877
29ABCDE1246Z6,2024-01-31 23:59:59.999999,12700.06728173018,894.3536106969877
29ABCDE1251Z1,2024-01-31 23:59:59.999999,5000.0,976.4598307161148
29ABCDE1252Z2,2024-01-31 23:59:59.999999,9725.812905937426,997.4465886723651
29ABCDE1252Z2,2024-01-31 23:59:59.999999,9725.812905937426,997.4465886723651
29ABCDE1252Z2,2024-01-31 23:59:59.999999,9725.812905937426,997.4465886723651
29ABCDE1255Z5,2024-01-31 23:59:59.999999,59097.69401890894,65.37492261384992
29ABCDE1255Z5,2024-01-31 23:59:59.999999,59097.69401890894,65.37492261384992
29ABCDE1255Z5,2024-01-31 23:59:59.999999,59097.69401890894,65.37492261384992
29ABCDE1260Z0,2024-01-31 23:59:59.999999,9136.89141462498,103.43388667222138
29ABCDE1260Z0,2024-01-31 23:59:59.999999,9136.89141462498,103.43388667222138
29ABCDE1264Z4,2024-01-31 23:59:59.999999,24166.29914106849,270.1033834353353
29ABCDE1264Z4,2024-01-31 23:59:59.999999,24166.29914106849,270.1033834353353
29ABCDE1264Z4,2024-01-31 23:59:59.999999,24166.29914106849,270.1033834353353
29ABCDE1265Z5,2024-01-31 23:59:59.999999,10145.776584663347,800.0524114609955
29ABCDE1270Z0,2024-01-31 23:59:59.999999,5000.0,763.78106759132
29ABCDE1273Z3,2024-01-31 23:59:59.999999,62710.9571339536,417.18972357214915
29ABCDE1273Z3,2024-01-31 23:59:59.999999,62710.9571339536,417.18972357214915
29ABCDE1273Z3,2024-01-31 23:59:59.999999,62710.9571339536,417.18972357214915
29ABCDE1275Z5,2024-01-31 23:59:59.999999,11112.339874004247,1168.6785652823735
29ABCDE1275Z5,2024-01-31 23:59:59.999999,11112.339874004247,1168.6785652823735
29ABCDE1281Z1,2024-01-31 23:59:59.999999,12455.375018006725,148.00370486862477
29ABCDE1284Z4,2024-01-31 23:59:59.999999,5000.0,940.9953424150285
29ABCDE1287Z7,2024-01-31 23:59:59.999999,5000.0,597.8174588348825
29ABCDE1289Z9,2024-01-31 23:59:59.999999,15031.191373334104,525.8476719681327
29ABCDE1289Z9,2024-01-31 23:59:59.999999,15031.191373334104,525.8476719681327
29ABCDE1291Z1,2024-01-31 23:59:59.999999,11283.548571668787,69.65539210608222
29ABCDE1291Z1,2024-01-31 23:59:59.999999,11283.548571668787,69.65539210608222
29ABCDE1291Z1,2024-01-31 23:59:59.999999,11283.548571668787,69.65539210608222
29ABCDE1291Z1,2024-01-31 23:59:59.999999,11283.548571668787,69.65539210608222
29ABCDE1291Z1,2024-01-31 23:59:59.999999,11283.548571668787,69.65539210608222
29ABCDE1291Z1,2024-01-31 23:59:59.999999,11283.548571668787,69.65539210608222
29ABCDE1291Z1,2024-01-31 23:59:59.999999,11283.548571668787,69.65539210608222
29ABCDE1296Z6,2024-01-31 23:59:59.999999,14071.865243371576,884.2475842794563
29ABCDE1296Z6,2024-01-31 23:59:59.999999,14071.865243371576,884.2475842794563
29ABCDE1298Z8,2024-01-31 23:59:59.999999,42499.389423513276,935.0275924896903
29ABCDE1298Z8,2024-01-31 23:59:59.999999,42499.389423513276,935.0275924896903
29ABCDE1298Z8,2024-01-31 23:59:59.999999,42499.389423513276,935.0275924896903
29ABCDE1298Z8,2024-01-31 23:59:59.999999,42499.389423513276,935.0275924896903
29ABCDE1305Z5,2024-01-31 23:59:59.999999,5000.0,409.9906962748677
29ABCDE1306Z6,2024-01-31 23:59:59.999999,79182.09262836172,639.676929891181
29ABCDE1306Z6,2024-01-31 23:59:59.999999,79182.09262836172,639.676929891181
29ABCDE1308Z8,2024-01-31 23:59:59.999999,23120.320237353688,743.4728629524403
29ABCDE1308Z8,2024-01-31 23:59:59.999999,23120.320237353688,743.4728629524403
29ABCDE1308Z8,2024-01-31 23:59:59.999999,23120.320237353688,743.4728629524403
29ABCDE1311Z1,2024-01-31 23:59:59.999999,25687.77007229365,466.46848172179904
29ABCDE1311Z1,2024-01-31 23:59:59.999999,25687.77007229365,466.46848172179904
29ABCDE1312Z2,2024-01-31 23:59:59.999999,5206.078430131694,754.0751271448595
29ABCDE1312Z2,2024-01-31 23:59:59.999999,5206.078430131694,754.0751271448595
29ABCDE1317Z7,2024-01-31 23:59:59.999999,11860.359846179643,543.5873889234273
29ABCDE1325Z5,2024-01-31 23:59:59.999999,5000.0,1058.561032374666
29ABCDE1326Z6,2024-01-31 23:59:59.999999,62299.12199888071,873.4753429611127
29ABCDE1326Z6,2024-01-31 23:59:59.999999,62299.12199888071,873.4753429611127
29ABCDE1328Z8,2024-01-31 23:59:59.999999,30593.4021913248,168.17998044653902
29ABCDE1328Z8,2024-01-31 23:59:59.999999,30593.4021913248,168.17998044653902
29ABCDE1328Z8,2024-01-31 23:59:59.999999,30593.4021913248,168.17998044653902
29ABCDE1328Z8,2024-01-31 23:59:59.999999,30593.4021913248,168.17998044653902
29ABCDE1330Z0,2024-01-31 23:59:59.999999,8646.53869838696,967.5396930441455
29ABCDE1330Z0,2024-01-31 23:59:59.999999,8646.53869838696,967.5396930441455
29ABCDE1330Z0,2024-01-31 23:59:59.999999,8646.53869838696,967.5396930441455
29ABCDE1330Z0,2024-01-31 23:59:59.999999,8646.53869838696,967.5396930441455
29ABCDE1330Z0,2024-01-31 23:59:59.999999,8646.53869838696,967.5396930441455
29ABCDE1336Z6,2024-01-31 23:59:59.999999,6871.779010055262,431.5065324182103
29ABCDE1336Z6,2024-01-31 23:59:59.999999,6871.779010055262,431.5065324182103
29ABCDE1348Z8,2024-01-31 23:59:59.999999,11071.042440408706,1125.25936955713
29ABCDE1351Z1,2024-01-31 23:59:59.999999,6153.385049208445,739.910684542542
29ABCDE1351Z1,2024-01-31 23:59:59.999999,6153.385049208445,739.910684542542
29ABCDE1352Z2,2024-01-31 23:59:59.999999,5000.0,71.99043434332386
29ABCDE1352Z2,2024-01-31 23:59:59.999999,5000.0,71.99043434332386
29ABCDE1355Z5,2024-01-31 23:59:59.999999,19634.775996290497,891.8607379172292
29ABCDE1356Z6,2024-01-31 23:59:59.999999,48631.437560708124,191.65186800641382
29ABCDE1356Z6,2024-01-31 23:59:59.999999,48631.437560708124,191.65186800641382
29ABCDE1356Z6,2024-01-31 23:59:59.999999,48631.437560708124,191.65186800641382
29ABCDE1356Z6,2024-01-31 23:59:59.999999,48631.437560708124,191.65186800641382
29ABCDE1362Z2,2024-01-31 23:59:59.999999,5000.0,1057.630280230443
29ABCDE1362Z2,2024-01-31 23:59:59.999999,5000.0,1057.630280230443
29ABCDE1365Z5,2024-01-31 23:59:59.999999,37417.137026112745,1140.0631567665866
29ABCDE1365Z5,2024-01-31 23:59:59.999999,37417.137026112745,1140.0631567665866
29ABCDE1365Z5,2024-01-31 23:59:59.999999,37417.137026112745,1140.0631567665866
29ABCDE1378Z8,2024-01-31 23:59:59.999999,20868.289159728785,846.4967895140365
29ABCDE1379Z9,2024-01-31 23:59:59.999999,5000.0,658.1324209904949
29ABCDE1389Z9,2024-01-31 23:59:59.999999,11844.040985565533,738.3930890862569
29ABCDE1389Z9,2024-01-31 23:59:59.999999,11844.040985565533,738.3930890862569
29ABCDE1389Z9,2024-01-31 23:59:59.999999,11844.040985565533,738.3930890862569
29ABCDE1397Z7,2024-01-31 23:59:59.999999,29416.13200239214,537.4719985872814
29ABCDE1397Z7,2024-01-31 23:59:59.999999,29416.13200239214,537.4719985872814
29ABCDE1402Z2,2024-01-31 23:59:59.999999,41091.9401252765,136.95602713692455
29ABCDE1402Z2,2024-01-31 23:59:59.999999,41091.9401252765,136.95602713692455
29ABCDE1402Z2,2024-01-31 23:59:59.999999,41091.9401252765,136.95602713692455
29ABCDE1402Z2,2024-01-31 23:59:59.999999,41091.9401252765,136.95602713692455
29ABCDE1406Z6,2024-01-31 23:59:59.999999,9306.39496545286,1117.4584586478072
29ABCDE1406Z6,2024-01-31 23:59:59.999999,9306.39496545286,1117.4584586478072
29ABCDE1409Z9,2024-01-31 23:59:59.999999,5000.0,421.85638031515305
29ABCDE1410Z0,2024-01-31 23:59:59.999999,5000.0,402.90341749246744
29ABCDE1411Z1,2024-01-31 23:59:59.999999,5000.0,261.9367399660754
29ABCDE1413Z3,2024-01-31 23:59:59.999999,11617.595987554276,1191.1935686479762
29ABCDE1413Z3,2024-01-31 23:59:59.999999,11617.595987554276,1191.1935686479762
29ABCDE1425Z5,2024-01-31 23:59:59.999999,18628.323896300586,1133.3747472451382
29ABCDE1425Z5,2024-01-31 23:59:59.999999,18628.323896300586,1133.3747472451382
29ABCDE1425Z5,2024-01-31 23:59:59.999999,18628.323896300586,1133.3747472451382
29ABCDE1425Z5,2024-01-31 23:59:59.999999,18628.323896300586,1133.3747472451382
29ABCDE1426Z6,2024-01-31 23:59:59.999999,13826.178598792223,445.3415490303592
29ABCDE1426Z6,2024-01-31 23:59:59.999999,13826.178598792223,445.3415490303592
29ABCDE1426Z6,2024-01-31 23:59:59.999999,13826.178598792223,445.3415490303592
29ABCDE1426Z6,2024-01-31 23:59:59.999999,13826.178598792223,445.3415490303592
29ABCDE1426Z6,2024-01-31 23:59:59.999999,13826.178598792223,445.3415490303592
29ABCDE1427Z7,2024-01-31 23:59:59.999999,13705.025611388115,341.60624189609484
29ABCDE1427Z7,2024-01-31 23:59:59.999999,13705.025611388115,341.60624189609484
29ABCDE1427Z7,2024-01-31 23:59:59.999999,13705.025611388115,341.60624189609484
29ABCDE1427Z7,2024-01-31 23:59:59.999999,13705.025611388115,341.60624189609484
29ABCDE1429Z9,2024-01-31 23:59:59.999999,138441.28919934874,974.2286544315377
29ABCDE1429Z9,2024-01-31 23:59:59.999999,138441.28919934874,974.2286544315377
29ABCDE1430Z0,2024-01-31 23:59:59.999999,21423.450829149682,530.2276582275218
29ABCDE1431Z1,2024-01-31 23:59:59.999999,5995.054624553012,1162.6341381022455
29ABCDE1431Z1,2024-01-31 23:59:59.999999,5995.054624553012,1162.6341381022455
29ABCDE1431Z1,2024-01-31 23:59:59.999999,5995.054624553012,1162.6341381022455
29ABCDE1432Z2,2024-01-31 23:59:59.999999,12237.340551745989,1085.411406346829
29ABCDE1433Z3,2024-01-31 23:59:59.999999,19331.27648823342,920.9635570218234
29ABCDE1433Z3,2024-01-31 23:59:59.999999,19331.27648823342,920.9635570218234
29ABCDE1433Z3,2024-01-31 23:59:59.999999,19331.27648823342,920.9635570218234
29ABCDE1433Z3,2024-01-31 23:59:59.999999,19331.27648823342,920.9635570218234
29ABCDE1433Z3,2024-01-31 23:59:59.999999,19331.27648823342,920.9635570218234
29ABCDE1434Z4,2024-01-31 23:59:59.999999,29166.76253754332,144.31217653266555
29ABCDE1434Z4,2024-01-31 23:59:59.999999,29166.76253754332,144.31217653266555
29ABCDE1434Z4,2024-01-31 23:59:59.999999,29166.76253754332,144.31217653266555
29ABCDE1437Z7,2024-01-31 23:59:59.999999,5000.0,854.4681744043804
29ABCDE1444Z4,2024-01-31 23:59:59.999999,5955.229800225174,1185.2150887586158
29ABCDE1448Z8,2024-01-31 23:59:59.999999,11461.6451547957,473.0193382611694
29ABCDE1452Z2,2024-01-31 23:59:59.999999,6038.331359015725,1062.6200435372043
29ABCDE1452Z2,2024-01-31 23:59:59.999999,6038.331359015725,1062.6200435372043
29ABCDE1455Z5,2024-01-31 23:59:59.999999,5000.0,513.4445336415843
29ABCDE1455Z5,2024-01-31 23:59:59.999999,5000.0,513.4445336415843
29ABCDE1455Z5,2024-01-31 23:59:59.999999,5000.0,513.4445336415843
29ABCDE1456Z6,2024-01-31 23:59:59.999999,6209.274383502835,1166.735840822883
29ABCDE1456Z6,2024-01-31 23:59:59.999999,6209.274383502835,1166.735840822883
29ABCDE1458Z8,2024-01-31 23:59:59.999999,5000.0,798.1659910415658
29ABCDE1458Z8,2024-01-31 23:59:59.999999,5000.0,798.1659910415658
29ABCDE1459Z9,2024-01-31 23:59:59.999999,13886.101402062268,151.9405601799996
29ABCDE1459Z9,2024-01-31 23:59:59.999999,13886.101402062268,151.9405601799996
29ABCDE1459Z9,2024-01-31 23:59:59.999999,13886.101402062268,151.9405601799996
29ABCDE1462Z2,2024-01-31 23:59:59.999999,15292.943190499127,595.6930570017629
29ABCDE1462Z2,2024-01-31 23:59:59.999999,15292.943190499127,595.6930570017629
29ABCDE1463Z3,2024-01-31 23:59:59.999999,10573.353752541398,97.6853539413526
29ABCDE1463Z3,2024-01-31 23:59:59.999999,10573.353752541398,97.6853539413526
29ABCDE1466Z6,2024-01-31 23:59:59.999999,31086.405266274844,498.2878394758854
29ABCDE1466Z6,2024-01-31 23:59:59.999999,31086.405266274844,498.2878394758854
29ABCDE1467Z7,2024-01-31 23:59:59.999999,34808.04531848389,1101.8422084036542
29ABCDE1467Z7,2024-01-31 23:59:59.999999,34808.04531848389,1101.8422084036542
29ABCDE1467Z7,2024-01-31 23:59:59.999999,34808.04531848389,1101.8422084036542
29ABCDE1467Z7,2024-01-31 23:59:59.999999,34808.04531848389,1101.8422084036542
29ABCDE1467Z7,2024-01-31 23:59:59.999999,34808.04531848389,1101.8422084036542
29ABCDE1467Z7,2024-01-31 23:59:59.999999,34808.04531848389,1101.8422084036542
29ABCDE1470Z0,2024-01-31 23:59:59.999999,5359.902264628005,309.35454559838047
29ABCDE1487Z7,2024-01-31 23:59:59.999999,51606.809436593525,1142.6586225747994
29ABCDE1487Z7,2024-01-31 23:59:59.999999,51606.809436593525,1142.6586225747994
29ABCDE1491Z1,2024-01-31 23:59:59.999999,5016.38298759858,155.91073177676293
29ABCDE1496Z6,2024-01-31 23:59:59.999999,11167.183160632027,811.1813946060388
29ABCDE1497Z7,2024-01-31 23:59:59.999999,18870.75632490249,1160.1952451345815
29ABCDE1497Z7,2024-01-31 23:59:59.999999,18870.75632490249,1160.1952451345815
29ABCDE1498Z8,2024-01-31 23:59:59.999999,6896.022913059738,798.8181455305711
